ObjectID,RGBPalette,NamePalette,BasicPalette,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
162312,"[(232, 211, 193), (210, 110, 85), (243, 243, 243), (223, 164, 140), (225, 164, 156), (220, 132, 124)]","{'tan', 'wheat', 'lightcoral', 'whitesmoke', 'indianred'}","{'red', 'brown', 'white'}",Work Drawing: 10 x Place Distance Place,Franz Erhard Walther,7662,"(German, born 1939)",(German),(1939),(0),(Male),1968-74,"Watercolor, ink, and pencil on paper","11 5/8 x 8 1/4"" (29.5 x 21 cm)",Richard S. Zeisler Bequest (by exchange),42.2011.1.a-b,Drawing,Drawings & Prints,2011-02-07,Y,http://www.moma.org/collection/works/162312,http://www.moma.org/media/W1siZiIsIjI0OTAzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3db3b076445fd766,,,,29.5275590551,,,20.9550419101,,
162323,"[(233, 222, 190), (171, 118, 93), (243, 242, 243), (176, 142, 119), (204, 178, 134), (188, 171, 150)]","{'tan', 'wheat', 'rosybrown', 'whitesmoke', 'indianred'}","{'red', 'brown', 'white'}",Work Drawing: 10 x Place Distance Place,Franz Erhard Walther,7662,"(German, born 1939)",(German),(1939),(0),(Male),1968-74,"Watercolor, ink, and pencil on paper","11 5/8 x 8 1/4"" (29.5 x 21 cm)",Richard S. Zeisler Bequest (by exchange),42.2011.12.a-b,Drawing,Drawings & Prints,2011-02-07,Y,http://www.moma.org/collection/works/162323,http://www.moma.org/media/W1siZiIsIjI0OTA1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ebcd3862df86472d,,,,29.5275590551,,,20.9550419101,,
162331,"[(226, 207, 184), (237, 235, 229), (205, 166, 152), (183, 134, 121), (171, 150, 135), (190, 148, 123)]","{'rosybrown', 'tan', 'linen', 'wheat'}",{'brown'},Work Drawing: 10 x Place Distance Place,Franz Erhard Walther,7662,"(German, born 1939)",(German),(1939),(0),(Male),1968-74,"Watercolor, ink, and pencil on paper","11 5/8 x 8 1/4"" (29.5 x 21 cm)",Richard S. Zeisler Bequest (by exchange),42.2011.20.a-b,Drawing,Drawings & Prints,2011-02-07,Y,http://www.moma.org/collection/works/162331,http://www.moma.org/media/W1siZiIsIjI0OTA3NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7e1f867bbc8ce263,,,,29.5275590551,,,20.9550419101,,
162512,"[(81, 133, 156), (236, 233, 228), (100, 92, 66), (195, 174, 154), (164, 188, 212), (156, 60, 92)]","{'sienna', 'lightsteelblue', 'tan', 'darkolivegreen', 'steelblue', 'linen'}","{'brown', 'green', 'blue'}",Untitled from Woodcuts,Thomas Schütte,5281,"(German, born 1954)",(German),(1954),(0),(Male),2011,One from a portfolio of nine woodcuts,"composition: 89 5/8 x 59 1/4"" (227.6 x 150.5 cm); sheet: 99 5/8 x 63 3/4"" (253 x 162 cm)","Acquired through the generosity of Glenn Dubin, Donald B. Marron, Jerry I. Speyer, Marlene Hess, Anne Dias Griffin, Mimi Haas, Gary Winnick, Edgar Wachenheim III, and Committee on Prints and Illustrated Books Fund",743.2012.5,Print,Drawings & Prints,2012-05-22,Y,http://www.moma.org/collection/works/162512,http://www.moma.org/media/W1siZiIsIjI1NDA2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c95f86fbf308e6d3,,,,227.6,,,150.5,,
163541,"[(171, 55, 75), (244, 243, 231), (215, 147, 145), (206, 125, 114), (222, 181, 163), (217, 116, 140)]","{'lightcoral', 'tan', 'palevioletred', 'brown', 'rosybrown', 'linen'}","{'red', 'brown', 'pink'}",Rose,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),2002,Lithograph,"composition: 12 3/16 x 12 11/16"" (31 x 32.3 cm); sheet: 14 x 14 9/16"" (35.6 x 37 cm)",Gift of The Easton Foundation,1444.2012,Print,Drawings & Prints,2012-10-03,Y,http://www.moma.org/collection/works/163541,http://www.moma.org/media/W1siZiIsIjI2NzE2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7f8e1028b889f814,,,,31.0,,,32.3,,
163542,"[(235, 233, 225), (165, 13, 45), (200, 111, 118), (213, 151, 158), (190, 73, 101), (217, 164, 140)]","{'tan', 'firebrick', 'beige', 'rosybrown', 'indianred'}","{'red', 'brown', 'white'}",Rose,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),2002,Lithograph,"composition: 12 3/16 x 12 11/16"" (31 x 32.3 cm); sheet: 12 x 12 1/2"" (30.5 x 31.8 cm)",Gift of the artist,1445.2012,Print,Drawings & Prints,2012-10-03,Y,http://www.moma.org/collection/works/163542,http://www.moma.org/media/W1siZiIsIjI2NzE2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=067f36003cff6977,,,,31.0,,,32.3,,
163947,"[(166, 111, 61), (244, 223, 194), (167, 103, 78), (224, 192, 85), (208, 160, 135), (164, 140, 148)]","{'sandybrown', 'sienna', 'bisque', 'tan', 'rosybrown'}",{'brown'},Untitled (Eye Patch),Yoshitomo Nara,25523,"(Japanese, born 1959)",(Japanese),(1959),(0),(Male),2012,Woodcut with collage additions,"composition and sheet: 27 1/16 x 19"" (68.7 x 48.3 cm)",General Print Fund,1657.2012,Print,Drawings & Prints,2012-10-03,Y,http://www.moma.org/collection/works/163947,http://www.moma.org/media/W1siZiIsIjI1NjY1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2bf13685a8712b37,,,,68.7,,,48.3,,
164776,"[(243, 237, 228), (184, 66, 68), (204, 76, 68), (204, 144, 142), (212, 172, 164), (210, 164, 164)]","{'sienna', 'tan', 'rosybrown', 'linen', 'indianred'}","{'red', 'brown'}",Untitled from an untitled portfolio,Mateo Manaure,3717,"(Venezuelan, 1926–2018)",(Venezuelan),(1926),(2018),(Male),1969,One from a portfolio of 38 screenprints,"composition: 17 3/4 × 16 9/16"" (45.1 × 42.1 cm); sheet: 26 1/16 × 18 9/16"" (66.2 × 47.1 cm)",Gift of Alfredo Boulton,303.1972.28,Print,Drawings & Prints,1972-10-05,Y,http://www.moma.org/collection/works/164776,http://www.moma.org/media/W1siZiIsIjI2MDM3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=95d6da0bdc2975d5,,,,45.1,,,42.1,,
164779,"[(251, 103, 122), (237, 234, 224), (247, 167, 153), (244, 196, 180), (252, 86, 148), (244, 188, 188)]","{'lightsalmon', 'lightpink', 'salmon', 'hotpink', 'beige'}","{'red', 'white', 'pink'}",Untitled from an untitled portfolio,Mateo Manaure,3717,"(Venezuelan, 1926–2018)",(Venezuelan),(1926),(2018),(Male),1969,One from a portfolio of 38 screenprints,"composition: 17 3/4 × 16 9/16"" (45.1 × 42.1 cm); sheet: 26 × 18 9/16"" (66.1 × 47.1 cm)",Gift of Alfredo Boulton,303.1972.31,Print,Drawings & Prints,1972-10-05,Y,http://www.moma.org/collection/works/164779,http://www.moma.org/media/W1siZiIsIjI2MDM3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9fee27e6636f7611,,,,45.1,,,42.1,,
164921,"[(5, 35, 95), (170, 200, 231), (108, 162, 213), (70, 103, 158), (89, 128, 188), (78, 58, 121)]","{'darkslateblue', 'midnightblue', 'lightsteelblue', 'steelblue', 'cornflowerblue'}","{'purple', 'blue'}",flOw,"Jenova (Xinghan) Chen, Nick Clark","42593, 42594","(Chinese, born 1981) (American, born 1984)",(Chinese) (American),(1981) (1984),(0) (0),(Male) (Male),2007,Video game software,,Gift of Sony Computer Entertainment LLC,1749.2012,Design,Architecture & Design,2012-10-15,Y,http://www.moma.org/collection/works/164921,http://www.moma.org/media/W1siZiIsIjUxNDkxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd071562d6a6c0e9,,,,,,,,,
166025,"[(217, 194, 165), (245, 245, 245), (192, 154, 113), (171, 147, 127), (236, 228, 211), (164, 156, 134)]","{'darkkhaki', 'tan', 'antiquewhite', 'rosybrown', 'whitesmoke'}","{'yellow', 'brown', 'white'}",La Description,Josip Vaništa,41131,"(Croatian, 1924–2018)",(Croatian),(1924),(2018),(Male),1964,Typewriting on paper,"11 1/2 x 8 1/4"" (29.2 x 21 cm)",Gift of the artist,35.2013,Drawing,Drawings & Prints,2013-02-05,Y,http://www.moma.org/collection/works/166025,http://www.moma.org/media/W1siZiIsIjI2MzkyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=18313bcdc4382105,,,,29.2100584201,,,20.9550419101,,
166510,"[(4, 171, 216), (224, 235, 241), (99, 197, 223), (47, 183, 219), (60, 204, 216), (4, 176, 187)]","{'lightseagreen', 'lavender', 'mediumturquoise', 'darkturquoise'}","{'purple', 'green', 'blue'}","Announcement card for magasin's new website, Grenoble, France, September 27, 2004",Aleksandra Mir,33825,"(American and Swedish, born Poland 1967)",(American),(1967),(0),(Female),2004,Invitation card,"sheet: 5 13/16 x 8 1/4"" (14.7 x 21 cm)",Acquired through the generosity of Richard Gerrig and Timothy Peterson,125.2012.74,Ephemera,Drawings & Prints,2012-02-07,Y,http://www.moma.org/collection/works/166510,http://www.moma.org/media/W1siZiIsIjQ1MDA2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6834e0d74e4a0a6f,,,,14.7,,,21.0,,
166525,"[(105, 192, 206), (94, 169, 109), (233, 239, 243), (159, 207, 207), (113, 182, 147), (140, 220, 204)]","{'lavender', 'darkseagreen', 'lightsteelblue', 'skyblue', 'mediumturquoise', 'mediumseagreen'}","{'purple', 'green', 'blue'}","Invitation to Questionnaire by Neue Kunst St. Gallen, Guest Room #2 at Museum Het Domeim Sittard, Switzerland, November 12, 2005–January 8, 2006",Aleksandra Mir,33825,"(American and Swedish, born Poland 1967)",(American),(1967),(0),(Female),2005–06,Flyer,"sheet (open): 16 7/16 x 5 13/16"" (41.8 x 14.8 cm)",Acquired through the generosity of Richard Gerrig and Timothy Peterson,125.2012.110,Ephemera,Drawings & Prints,2012-02-07,Y,http://www.moma.org/collection/works/166525,http://www.moma.org/media/W1siZiIsIjQ1MzAzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0826db0263f92dee,,,,41.8,,,14.8,,
166557,"[(131, 92, 60), (242, 236, 234), (80, 58, 47), (181, 143, 100), (198, 157, 111), (212, 180, 138)]","{'sienna', 'darkkhaki', 'tan', 'darkolivegreen', 'linen'}","{'yellow', 'green', 'brown'}",Black Pope (Sandwich Board Man),Charles White,6339,"(American, 1918–1979)",(American),(1918),(1979),(Male),1973,Oil wash on board,"60 × 43 7/8"" (152.4 × 111.4 cm)","Richard S. Zeisler Bequest (by exchange), The Friends of Education of The Museum of Modern Art, Committee on Drawings Fund, Dian Woodner, and Agnes Gund",36.2013,Drawing,Drawings & Prints,2013-02-05,Y,http://www.moma.org/collection/works/166557,http://www.moma.org/media/W1siZiIsIjI2MzkzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=43f47c2d83fa3b69,,0.0,,152.4003048006,,,111.4427228854,,
166752,"[(160, 56, 77), (240, 239, 239), (178, 144, 119), (215, 140, 156), (212, 156, 172), (185, 106, 125)]","{'brown', 'rosybrown', 'whitesmoke', 'palevioletred'}","{'brown', 'white', 'pink'}",Tape,Jiro Takamatsu,5785,"(Japanese, 1936–1998)",(Japanese),(1936),(1998),(Male),1973,Pencil and tape on two sheets of torn colored paper,"17 x 12 7/8"" (43.2 x 32.7 cm) (irreg)",Gift of Tatsumi Sato,26.2013,Drawing,Drawings & Prints,2013-02-05,Y,http://www.moma.org/collection/works/166752,http://www.moma.org/media/W1siZiIsIjI2Mzg4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f5a8626040a7b56d,,,,43.1800863602,,,32.7025654051,,
167210,"[(174, 148, 111), (235, 226, 199), (108, 87, 62), (220, 191, 147), (213, 196, 164), (124, 92, 67)]","{'sienna', 'burlywood', 'bisque', 'tan', 'darkolivegreen', 'rosybrown'}","{'brown', 'green'}",Atelierul - scenariul (The Studio - the film script),Geta Brătescu,43150,"(Romanian, 1926–2018)",(Romanian),(1926),(2018),(Female),1978,"Charcoal, colored pencil, and pastel on paper","46 x 35 1/4"" (116.8 x 89.5 cm)",The Modern Women's Fund,642.2013,Drawing,Drawings & Prints,2013-05-23,Y,http://www.moma.org/collection/works/167210,http://www.moma.org/media/W1siZiIsIjI5Mjk3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=da5507536546302d,,,,116.8402336805,,,89.5351790704,,
167539,"[(237, 232, 228), (143, 43, 47), (195, 154, 152), (181, 126, 123), (180, 115, 124), (164, 128, 132)]","{'brown', 'rosybrown', 'linen'}",{'brown'},"Untitled, no. 1 of 24, from the series, Lullaby",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),2006,Screenprint,"sheet: 15 1/8 × 11 3/8"" (38.4 × 28.9 cm)",Gift of the artist,1352.2009.2,Print,Drawings & Prints,,Y,http://www.moma.org/collection/works/167539,http://www.moma.org/media/W1siZiIsIjE5NTE2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2b12b6dda7cb146b,,,,38.4,,,28.8925577851,,
167766,"[(92, 174, 222), (239, 243, 246), (119, 186, 226), (148, 198, 226), (129, 204, 240), (91, 181, 244)]","{'skyblue', 'cornflowerblue', 'whitesmoke'}","{'white', 'blue'}",Untitled from Program,Jorge Pardo,8132,"(American, born 1963)",(American),(1963),(0),(Male),2012,One from a portfolio of fifteen screenprints,"sheet (each): 39 3/8 x 27 9/16"" (100 x 70 cm)",Sue and Edgar Wachenheim III Endowment Fund,78.2013.1,Print,Drawings & Prints,2013-02-07,Y,http://www.moma.org/collection/works/167766,http://www.moma.org/media/W1siZiIsIjM0MDY0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8f4a6544d1527ff7,,,,100.0,,,70.0,,
167768,"[(243, 206, 121), (244, 245, 245), (244, 224, 179), (252, 228, 139), (244, 216, 151), (228, 180, 124)]","{'burlywood', 'whitesmoke', 'khaki', 'wheat'}","{'yellow', 'brown', 'white'}",Untitled from Program,Jorge Pardo,8132,"(American, born 1963)",(American),(1963),(0),(Male),2012,One from a portfolio of fifteen screenprints,"sheet (each): 39 3/8 x 27 9/16"" (100 x 70 cm)",Sue and Edgar Wachenheim III Endowment Fund,78.2013.3,Print,Drawings & Prints,2013-02-07,Y,http://www.moma.org/collection/works/167768,http://www.moma.org/media/W1siZiIsIjM0MDY0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a0a39e214c8d698b,,,,100.0,,,70.0,,
167769,"[(199, 115, 93), (241, 240, 241), (222, 168, 155), (162, 118, 91), (225, 188, 172), (228, 137, 129)]","{'lightcoral', 'tan', 'whitesmoke', 'indianred'}","{'red', 'brown', 'white'}",Untitled from Program,Jorge Pardo,8132,"(American, born 1963)",(American),(1963),(0),(Male),2012,One from a portfolio of fifteen screenprints,"sheet (each): 39 3/8 x 27 9/16"" (100 x 70 cm)",Sue and Edgar Wachenheim III Endowment Fund,78.2013.4,Print,Drawings & Prints,2013-02-07,Y,http://www.moma.org/collection/works/167769,http://www.moma.org/media/W1siZiIsIjM0MDY0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7e09c416f332a4e3,,,,100.0,,,70.0,,
167775,"[(250, 203, 148), (245, 245, 243), (190, 174, 112), (249, 219, 183), (206, 177, 115), (244, 228, 172)]","{'palegoldenrod', 'peachpuff', 'darkkhaki', 'khaki', 'whitesmoke'}","{'yellow', 'white'}",Untitled from Program,Jorge Pardo,8132,"(American, born 1963)",(American),(1963),(0),(Male),2012,One from a portfolio of fifteen screenprints,"sheet (each): 39 3/8 x 27 9/16"" (100 x 70 cm)",Sue and Edgar Wachenheim III Endowment Fund,78.2013.10,Print,Drawings & Prints,2013-02-07,Y,http://www.moma.org/collection/works/167775,http://www.moma.org/media/W1siZiIsIjM0MDY0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bbe3b99fe0c10941,,,,100.0,,,70.0,,
168068,"[(195, 59, 36), (238, 234, 233), (205, 127, 116), (234, 66, 55), (242, 116, 15), (200, 156, 139)]","{'darkorange', 'firebrick', 'tomato', 'rosybrown', 'linen'}","{'red', 'brown', 'orange'}",Untitled,Paulo Monteiro,43339,"(Brazilian, born 1961)",(Brazilian),(1961),(0),(Male),2008,Gouache on paper,"13 3/4 x 9 5/8"" (35 x 24.4 cm)",Latin American and Caribbean Fund,27.2014,Drawing,Drawings & Prints,2014-02-06,Y,http://www.moma.org/collection/works/168068,http://www.moma.org/media/W1siZiIsIjI5MjQ1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5b65c788c8979d05,,,,35.0,,,24.4475488951,,
168587,"[(231, 217, 192), (242, 243, 242), (199, 127, 122), (213, 164, 151), (176, 150, 130), (170, 160, 141)]","{'rosybrown', 'tan', 'whitesmoke', 'wheat'}","{'brown', 'white'}",Theater project,Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1947,Pencil on paper,"6 x 8 1/2"" (15.2 x 21.6 cm)","Mies van der Rohe Archive, gift of the architect
",MR4706.5,Mies van der Rohe Archive,Architecture & Design,,Y,http://www.moma.org/collection/works/168587,http://www.moma.org/media/W1siZiIsIjI2NjM1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b9abc836243ddfe2,,,,15.2400304801,,,21.5900431801,,
168839,"[(243, 149, 69), (243, 241, 238), (242, 183, 132), (242, 166, 99), (247, 204, 156), (240, 188, 164)]","{'lightpink', 'sandybrown', 'burlywood', 'coral', 'navajowhite', 'whitesmoke'}","{'brown', 'pink', 'white', 'orange'}",$ Tower from Occuprint Portfolio,Jeanne Verdoux,43434,"(French, born 1966)",(French),(1966),(0),(Female),2012,One from a portfolio of thirty-one screenprints,"composition: 17 1/4 x 11 5/16"" (43.8 x 28.7 cm); sheet: 18 x 11 7/8"" (45.7 x 30.2 cm)",Acquired through the generosity of Timothy Peterson and Richard Gerrig,87.2013.11,Print,Drawings & Prints,2013-02-07,Y,http://www.moma.org/collection/works/168839,http://www.moma.org/media/W1siZiIsIjI2NjMwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8ab509f89f34fe0a,,,,43.8,,,28.7,,
168855,"[(220, 193, 139), (242, 241, 234), (174, 74, 72), (199, 158, 82), (195, 128, 113), (180, 149, 120)]","{'sienna', 'burlywood', 'rosybrown', 'peru', 'linen'}",{'brown'},Money Talks Too Much from Occuprint Portfolio,Josh MacPhee,41446,"(American, born 1973)",(American),(1973),(0),(Male),2012,One from a portfolio of thirty-one screenprints,"composition and sheet: 17 15/16 x 11 15/16"" (45.6 x 30.3 cm)",Acquired through the generosity of Timothy Peterson and Richard Gerrig,87.2013.27,Print,Drawings & Prints,2013-02-07,Y,http://www.moma.org/collection/works/168855,http://www.moma.org/media/W1siZiIsIjI2NjgyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9ea6ae1c48c597dd,,,,45.6,,,30.3,,
168857,"[(242, 238, 227), (169, 86, 95), (206, 165, 162), (199, 140, 148), (189, 148, 140), (180, 156, 150)]","{'rosybrown', 'tan', 'linen', 'indianred'}","{'red', 'brown'}",Occupy Baltimore from Occuprint Portfolio,Keith Lowe,43442,,(),(0),(0),(Male),2012,One from a portfolio of thirty-one screenprints,"composition: 17 1/2 x 11 7/8"" (44.4 x 30.1 cm); sheet: 17 7/8 x 11 7/8"" (45.4 x 30.1 cm)",Acquired through the generosity of Timothy Peterson and Richard Gerrig,87.2013.29,Print,Drawings & Prints,2013-02-07,Y,http://www.moma.org/collection/works/168857,http://www.moma.org/media/W1siZiIsIjI2NjgyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=48452d542c448d8f,,,,44.4,,,30.1,,
168987,"[(237, 232, 221), (169, 68, 76), (200, 149, 147), (187, 125, 123), (208, 173, 163), (164, 144, 136)]","{'rosybrown', 'tan', 'antiquewhite', 'sienna'}",{'brown'},They Will Not Be Separated Again,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(Female),c. 2004,Lithograph,"sheet: 11 1/4 x 8 1/4"" (28.6 x 21 cm)",Gift of the artist,564.2013,Print,Drawings & Prints,2013-05-21,Y,http://www.moma.org/collection/works/168987,http://www.moma.org/media/W1siZiIsIjI3NDQxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9bcf9df130d337ce,,,,28.6,,,21.0,,
169048,"[(163, 94, 79), (248, 247, 234), (206, 163, 145), (190, 139, 132), (161, 149, 133), (244, 164, 124)]","{'lightsalmon', 'sienna', 'tan', 'oldlace', 'rosybrown'}","{'red', 'brown', 'white'}",before,Mark Fox,30229,"(American, born 1963)",(American),(1963),(0),(Male),2012,Etching,"plate: 23 5/8 x 17 7/16"" (60 x 44.3 cm); sheet: 32 11/16 x 25 9/16"" (83 x 64.9 cm)",Acquired through the generosity of Mary M. and Sash A. Spencer,582.2013,Print,Drawings & Prints,2013-05-21,Y,http://www.moma.org/collection/works/169048,http://www.moma.org/media/W1siZiIsIjI3NjQ4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b6b602c0e9d69b9f,,,,60.0,,,44.3,,
169928,"[(236, 155, 17), (234, 228, 211), (209, 157, 99), (154, 119, 73), (246, 206, 113), (172, 146, 143)]","{'sienna', 'darkkhaki', 'khaki', 'antiquewhite', 'rosybrown', 'goldenrod'}","{'yellow', 'brown'}",Retinal Splash,Irwin Kremen,42333,"(American, 1925–2020)",(American),(1925),(2020),(Male),1977,Paper,"5 x 11 7/8"" (12.7 x 30.2 cm) (irreg)",Gift of the artist,651.2013,Drawing,Drawings & Prints,2013-05-23,Y,http://www.moma.org/collection/works/169928,http://www.moma.org/media/W1siZiIsIjQ4NTExMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=08f4bf3385a06c61,,,,12.7000254001,,,30.1625603251,,
170092,"[(233, 217, 180), (243, 244, 243), (219, 173, 144), (183, 130, 106), (210, 146, 124), (164, 156, 124)]","{'tan', 'darksalmon', 'wheat', 'rosybrown', 'whitesmoke'}","{'red', 'brown', 'white'}",Hubbe-related Study,Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1934-1935,Ink on paper,"8 1/4 x 11 1/2"" (21 x 29.2 cm)","Mies van der Rohe Archive, gift of the architect
",MR43.64,Mies van der Rohe Archive,Architecture & Design,,Y,http://www.moma.org/collection/works/170092,http://www.moma.org/media/W1siZiIsIjI3MjExMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1bc364d0c25be533,,,,20.9550419101,,,29.2100584201,,
170095,"[(234, 220, 184), (242, 243, 242), (225, 185, 155), (222, 204, 155), (215, 164, 134), (224, 172, 148)]","{'burlywood', 'tan', 'whitesmoke', 'wheat'}","{'brown', 'white'}",Hubbe-related Study,Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),1934-1935,Ink on paper,"8 1/4 x 11 1/2"" (21 x 29.2 cm)","Mies van der Rohe Archive, gift of the architect
",MR43.67,Mies van der Rohe Archive,Architecture & Design,,Y,http://www.moma.org/collection/works/170095,http://www.moma.org/media/W1siZiIsIjI3MjI4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d33044d5fe570d11,,,,20.9550419101,,,29.2100584201,,
170197,"[(233, 218, 183), (243, 243, 243), (220, 198, 152), (209, 158, 127), (221, 174, 149), (220, 156, 140)]","{'burlywood', 'tan', 'darksalmon', 'wheat', 'whitesmoke'}","{'red', 'brown', 'white'}","Court House Project, Plan",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),c. 1935,Pencil on tracing paper,"16 1/2 x 11 3/4"" (41.9 x 29.8 cm)","Mies van der Rohe Archive, gift of the architect
",MR43.128,Mies van der Rohe Archive,Architecture & Design,,Y,http://www.moma.org/collection/works/170197,http://www.moma.org/media/W1siZiIsIjI3MjI1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2a8c10379916e8b6,,,,41.9101,,,29.8451,,
170198,"[(232, 215, 174), (242, 243, 242), (212, 185, 141), (200, 169, 120), (210, 164, 134), (186, 175, 144)]","{'darkkhaki', 'tan', 'whitesmoke', 'wheat'}","{'yellow', 'brown', 'white'}","Court House Project, Plan",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(Male),c. 1935,Pencil on tracing paper,"16 1/2 x 11 3/4"" (41.9 x 29.8 cm)","Mies van der Rohe Archive, gift of the architect
",MR43.129,Mies van der Rohe Archive,Architecture & Design,,Y,http://www.moma.org/collection/works/170198,http://www.moma.org/media/W1siZiIsIjI3MjAwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d116933da96dae73,,,,41.9101,,,29.8451,,
